count,team,fpl_gw,date,scored,conceded
1,Arsenal,1,2018-08-12,1.4666761734918865,2.1279143241131844
1,Arsenal,2,2018-08-18,1.455988247207362,1.9502111475020663
1,Arsenal,3,2018-08-25,2.2824212622768143,0.950325495768419
1,Arsenal,4,2018-09-02,2.1095117968273556,1.0631846922796453
1,Arsenal,5,2018-09-15,1.8083311077153332,1.4543840652692182
1,Arsenal,6,2018-09-23,2.033691383576117,1.0634574004699044
1,Arsenal,7,2018-09-29,2.0731531026525563,0.8663311962142348
1,Arsenal,8,2018-10-07,2.0095522897700997,1.213842608361649
1,Arsenal,9,2018-10-22,2.342924184465062,1.06928284937829
1,Arsenal,10,2018-10-28,1.5822255996989132,1.6555167949531167
1,Arsenal,11,2018-11-03,1.5623177597354623,1.9121030285364076
1,Arsenal,12,2018-11-11,2.424034301036087,0.7210454559807434
1,Arsenal,13,2018-11-25,1.894531683181794,1.3610468723548586
1,Arsenal,14,2018-12-02,1.8260391289181495,1.7559763076694261
1,Arsenal,15,2018-12-05,1.3117842163709843,1.927547339474344
1,Arsenal,16,2018-12-08,2.282167628895259,0.5858589488485937
1,Arsenal,17,2018-12-16,1.5978179507144765,1.2420693831191796
1,Arsenal,18,2018-12-22,2.15287901462064,0.9865367655029086
1,Arsenal,19,2018-12-26,2.00005416198009,1.1142890711136966
1,Arsenal,20,2018-12-29,1.1699002352675163,2.24889091230459
1,Arsenal,21,2019-01-01,2.333978031160557,0.8090629415159777
1,Arsenal,22,2019-01-12,1.8590983818645554,1.2562080235922883
1,Arsenal,23,2019-01-19,1.7556897038423689,1.5207071959009446
1,Arsenal,24,2019-01-29,2.4123037890567938,0.636771276272955
1,Arsenal,25,2019-02-03,1.027900615107471,2.4183441739648974
1,Arsenal,26,2019-02-09,1.8866595688328816,0.9195562970223449
1,Arsenal,27,2019-02-24,1.9315152988882278,0.8465613230568024
1,Arsenal,28,2019-02-27,2.2127763533833886,0.9500861343203247
1,Arsenal,29,2019-03-02,1.4150783908836158,2.074220977871021
1,Arsenal,30,2019-03-10,1.630028886572579,1.5165866014398104
1,Arsenal,32,2019-04-01,2.089489350783752,1.0063369001015086
1,Arsenal,33,2019-04-07,1.5856442184084072,1.3446156435383234
1,Arsenal,34,2019-04-15,1.625105937484847,1.1474894392826538
2,Arsenal,35,2019-04-21,3.8579141922022977,2.2282165424011575
1,Arsenal,36,2019-04-28,1.8948770192973523,1.350441092446709
1,Arsenal,37,2019-05-05,2.3090272253983906,0.6940567262958689
1,Arsenal,38,2019-05-12,1.7264655986139497,1.2893287577323467
1,Bournemouth,1,2018-08-11,1.8533682718988578,0.9759232740600189
1,Bournemouth,2,2018-08-18,1.2908912579233258,1.5860884145960585
1,Bournemouth,3,2018-08-25,1.4129451545295546,1.3407986863683423
1,Bournemouth,4,2018-09-01,0.8197893401886436,2.2120997554283477
