count,team,fpl_gw,date,scored,conceded
1,Arsenal,25,2019-02-03,1.2057800895771635,2.3682418113965973
1,Arsenal,26,2019-02-09,2.1404642988062577,0.8547235453768298
1,Arsenal,27,2019-02-24,2.2737392685134967,0.8624306327631686
1,Arsenal,28,2019-02-27,2.160793856013202,1.1306736950766973
1,Arsenal,29,2019-03-02,1.239879019862281,2.0102595867341972
1,Arsenal,30,2019-03-10,1.704414341956773,1.7637927258032766
1,Arsenal,32,2019-04-01,2.2121412664476843,0.8745874748308478
1,Arsenal,33,2019-04-07,1.645453609525539,1.323464339647744
1,Arsenal,34,2019-04-15,1.8862919550401478,1.2834082629190606
2,Arsenal,35,2019-04-21,3.990921372896257,2.1499622463678105
1,Arsenal,36,2019-04-28,1.6284241572887543,1.4172324902796105
1,Arsenal,37,2019-05-05,2.414611109173845,0.7842515956302987
1,Arsenal,38,2019-05-12,1.8148516008051931,1.3074086440109074
1,Bournemouth,25,2019-02-02,1.6166338270315082,1.0859351531763934
1,Bournemouth,26,2019-02-09,0.6945072155938881,2.476129190058369
1,Bournemouth,27,2019-02-23,1.736523987485569,1.0987031370351685
1,Bournemouth,28,2019-02-27,1.1306736950766973,2.160793856013202
1,Bournemouth,29,2019-03-02,1.010276163271575,2.109049933673321
1,Bournemouth,30,2019-03-09,1.5803576683826046,0.9601343717716176
1,Bournemouth,31,2019-03-16,1.6938722830560713,1.021835948257675
1,Bournemouth,32,2019-03-30,1.135257762116365,1.5895835519256618
1,Bournemouth,33,2019-04-06,1.6946554391572763,1.1235245309453024
1,Bournemouth,34,2019-04-13,1.5484744804769834,1.3128378319880063
1,Bournemouth,35,2019-04-20,2.0111391617722254,0.9403012672921056
1,Bournemouth,36,2019-04-27,1.3071922869397399,1.2906065162439808
1,Bournemouth,37,2019-05-04,1.0109049759310609,1.717597591385289
1,Bournemouth,38,2019-05-12,1.2429620068466858,1.3708586444055206
1,Brighton,25,2019-02-02,1.5284515762291353,1.4621192852974016
1,Brighton,26,2019-02-09,1.4821138102134046,1.5112222546084721
1,Brighton,28,2019-02-26,0.8976135449532697,1.9521786873696079
1,Brighton,29,2019-03-02,1.6822135671183496,0.9330242148782756
1,Brighton,30,2019-03-09,1.038787907309222,1.7669238974750985
2,Brighton,32,2019-04-03,1.9975946775463838,3.45622787051458
2,Brighton,34,2019-04-13,2.9476522636911797,2.5236241826959556
2,Brighton,35,2019-04-23,1.425789709164599,4.153550995854767
1,Brighton,36,2019-04-27,1.3809203012353044,1.3091233190439497
