count,team,fpl_gw,date,scored,conceded
1,Arsenal,20,2018-12-29,0.9891662200640237,2.2099665144698104
1,Arsenal,21,2019-01-01,2.140333930765003,0.4847033647082283
1,Arsenal,22,2019-01-12,1.7376329875198504,1.2603884594531345
1,Arsenal,23,2019-01-19,1.5053121323672294,1.3425839577143577
1,Arsenal,24,2019-01-29,2.382316625712202,0.5242222194780238
1,Arsenal,25,2019-02-03,1.204730233772972,2.005975825532295
1,Arsenal,26,2019-02-09,1.8800129608752592,0.6757255338623674
1,Arsenal,27,2019-02-24,2.1128087058748077,0.7144735320375828
1,Arsenal,28,2019-02-27,2.1093546948102526,0.5995661115211691
1,Arsenal,29,2019-03-02,1.09316896246808,1.8767995963117254
1,Arsenal,30,2019-03-10,1.8123093497756009,1.3339001041036238
1,Arsenal,32,2019-04-01,2.122165147198118,0.4645785240371486
1,Arsenal,33,2019-04-07,1.7740493850294379,1.2552554585724536
1,Arsenal,34,2019-04-15,1.8476338394021048,1.1789636374591728
2,Arsenal,35,2019-04-21,3.4760248683721127,1.6546877861938216
1,Arsenal,36,2019-04-28,1.5384738838718626,1.0590502488380096
1,Arsenal,37,2019-05-05,1.9387683125730222,0.5011124344552116
1,Arsenal,38,2019-05-12,1.8273064941620591,0.8614805435423605
1,Bournemouth,20,2018-12-30,0.8621028904593177,2.258084932194488
1,Bournemouth,21,2019-01-02,1.6450732097124872,1.3923834787044458
1,Bournemouth,22,2019-01-13,1.1945924369613978,1.820984389675433
1,Bournemouth,23,2019-01-19,1.4490170580077257,1.3877530008759007
1,Bournemouth,24,2019-01-30,0.8520934987370407,1.8345512032551883
1,Bournemouth,25,2019-02-02,1.3644952879639491,1.3807921691369187
1,Bournemouth,26,2019-02-09,0.30521355078293966,2.671199724359746
1,Bournemouth,27,2019-02-23,1.333280412900084,1.167384409420593
1,Bournemouth,28,2019-02-27,0.5995661115211691,2.1093546948102526
1,Bournemouth,29,2019-03-02,0.8976738828703104,2.114899945564524
1,Bournemouth,30,2019-03-09,1.2083539058545334,1.1492523580126608
1,Bournemouth,31,2019-03-16,1.4812401278282876,0.9688393838383372
1,Bournemouth,32,2019-03-30,0.9159892858925692,1.5817515300297353
1,Bournemouth,33,2019-04-06,1.575571407431009,1.0257259277462012
1,Bournemouth,34,2019-04-13,0.9455342033454854,1.3822696126348224
1,Bournemouth,35,2019-04-20,1.4072068044424866,0.896762117556731
1,Bournemouth,36,2019-04-27,1.0458129110851222,1.521869024655045
1,Bournemouth,37,2019-05-04,0.7615253830447021,1.9611364878232385
1,Bournemouth,38,2019-05-12,0.8793348381229052,1.5142655177661428
1,Brighton,20,2018-12-29,1.5283563424454742,1.3534101817521078
1,Brighton,21,2019-01-02,1.0535755552556738,1.649384201188704
1,Brighton,22,2019-01-12,0.651271070527374,2.2159191306967787
1,Brighton,23,2019-01-19,0.8005300561744344,2.1243793927383323
1,Brighton,24,2019-01-29,1.0670865658620459,1.213714582041146
1,Brighton,25,2019-02-02,1.577353568297425,1.2525311321181107
1,Brighton,26,2019-02-09,1.5754666444479164,0.9534884595918357
1,Brighton,28,2019-02-26,0.8974441015189395,1.4910736404848328
1,Brighton,29,2019-03-02,1.5359710042084307,0.6755313429591568
1,Brighton,30,2019-03-09,0.8853768822699918,1.4481748567419566
2,Brighton,32,2019-03-30,1.7870543555127545,3.1013027632582792
2,Brighton,34,2019-04-16,3.012913927650878,1.7911372861271095
2,Brighton,35,2019-04-23,1.242454719138891,3.5903152265676477
1,Brighton,36,2019-04-27,1.4073736792830462,0.8228402301218231
1,Brighton,37,2019-05-05,0.5011124344552116,1.9387683125730222
1,Brighton,38,2019-05-12,0.7992202058043528,1.9443135633272934
1,Burnley,20,2018-12-30,1.4262372786031807,1.5502159970380993
1,Burnley,21,2019-01-02,1.222454969231063,1.3485961969559337
1,Burnley,22,2019-01-12,1.4458950963397321,1.12069318502072
1,Burnley,23,2019-01-19,1.2269566905389826,1.8887151433338132
1,Burnley,24,2019-01-29,0.7962954611435192,2.3775202784454335
1,Burnley,25,2019-02-02,1.4368102928400739,1.3689037737406118
1,Burnley,26,2019-02-09,0.9534884595918357,1.5754666444479164
1,Burnley,27,2019-02-23,0.7817732535514105,2.1666271338966903
1,Burnley,28,2019-02-26,1.0938576443056782,1.4959050841186001
1,Burnley,29,2019-03-02,1.2580386056174988,1.3490066525913516
1,Burnley,30,2019-03-10,0.23940612146714124,2.790635070610691
1,Burnley,31,2019-03-16,1.2455185963457303,1.3673182078135115
1,Burnley,32,2019-03-30,1.2613261764541064,1.280672948541359
1,Burnley,33,2019-04-06,1.0257259277462012,1.575571407431009
1,Burnley,34,2019-04-13,1.6325565271153195,1.1048907756189044
1,Burnley,35,2019-04-22,0.37865571539192455,2.2755616037129442
1,Burnley,36,2019-04-28,0.8134260321639747,2.215894870424932
1,Burnley,37,2019-05-03,1.0611701292136297,1.8728048574944083
1,Burnley,38,2019-05-12,0.8614805435423605,1.8273064941620591
1,Cardiff City,20,2018-12-29,0.8898198508908565,1.9038879179731174
1,Cardiff City,21,2019-01-01,0.7599431765637057,2.3078601042873363
1,Cardiff City,22,2019-01-12,1.5221999464501688,1.0821988133172624
1,Cardiff City,23,2019-01-19,1.0658807601877944,1.6309912473790673
1,Cardiff City,24,2019-01-29,0.5242222194780238,2.382316625712202
1,Cardiff City,25,2019-02-02,1.3807921691369187,1.3644952879639491
1,Cardiff City,26,2019-02-09,1.0073498618230512,1.8317117983380689
1,Cardiff City,27,2019-02-22,1.5082612463675515,1.6038773383046048
1,Cardiff City,28,2019-02-26,1.4223831777345262,1.6678755451575276
1,Cardiff City,29,2019-03-02,0.8564529739578001,1.7680682016595324
1,Cardiff City,30,2019-03-09,1.306058287532611,1.5931000533458806
2,Cardiff City,32,2019-04-03,1.1176875579295942,4.743188379268274
2,Cardiff City,34,2019-04-16,1.9504938584005282,3.263200842131375
1,Cardiff City,35,2019-04-21,0.514563870165531,2.499650458451303
1,Cardiff City,36,2019-04-27,0.9365261726303818,1.5035927169258494
1,Cardiff City,37,2019-05-04,1.150153228807287,1.404184323159491
1,Cardiff City,38,2019-05-12,0.6515292415522332,2.3958171062324984
1,Chelsea,20,2018-12-30,1.7022611770084217,0.9901314480154474
1,Chelsea,21,2019-01-02,2.214901532698166,0.6146918293957482
1,Chelsea,22,2019-01-12,2.2488452025421926,0.38938404991603015
1,Chelsea,23,2019-01-19,1.3425839577143577,1.5053121323672294
1,Chelsea,24,2019-01-30,1.8345512032551883,0.8520934987370407
1,Chelsea,25,2019-02-02,2.3159744561657862,0.18060709145157317
1,Chelsea,26,2019-02-10,1.2637954106850766,1.863166472979207
1,Chelsea,28,2019-02-27,1.5291304577586071,1.3816811539009313
1,Chelsea,29,2019-03-03,1.7917687536477902,0.663469066361951
1,Chelsea,30,2019-03-10,2.02712380205184,0.5141673899361374
1,Chelsea,31,2019-03-17,1.8515549833320797,1.1308865274099027
2,Chelsea,32,2019-04-03,4.068465780861191,1.0981718458149445
1,Chelsea,33,2019-04-08,2.0998327972482285,0.6915083314801916
1,Chelsea,34,2019-04-14,0.9683229042838006,1.9872486692243947
1,Chelsea,35,2019-04-22,2.2755616037129442,0.37865571539192455
1,Chelsea,36,2019-04-28,1.4760377869187462,1.5249594200177048
1,Chelsea,37,2019-05-05,2.2590081061719154,0.6592579665276624
1,Chelsea,38,2019-05-12,1.5913922536537883,0.9100940891547425
1,Crystal Palace,20,2018-12-30,0.9901314480154474,1.7022611770084217
1,Crystal Palace,21,2019-01-02,1.1190092723207845,1.4119907015522488
1,Crystal Palace,22,2019-01-12,1.7523771233399987,1.2293594168067838
1,Crystal Palace,23,2019-01-19,0.4371046929311674,2.5327628909828004
1,Crystal Palace,24,2019-01-30,1.2330253174049615,1.4387534554497108
1,Crystal Palace,25,2019-02-02,1.5821255965019678,0.8013529340910387
1,Crystal Palace,26,2019-02-09,1.5440273573748793,1.2124353247178807
1,Crystal Palace,27,2019-02-23,1.060174042301155,1.455608310913148
1,Crystal Palace,28,2019-02-27,1.29098185829364,1.6874305162675087
1,Crystal Palace,29,2019-03-02,1.3490066525913516,1.2580386056174988
1,Crystal Palace,30,2019-03-09,1.4481748567419566,0.8853768822699918
2,Crystal Palace,32,2019-04-03,2.215221151805154,2.8150747576914705
1,Crystal Palace,33,2019-04-06,1.2177945302075557,1.1642712189285604
1,Crystal Palace,34,2019-04-14,0.9803905679771056,1.9272886551461461
1,Crystal Palace,35,2019-04-21,0.6699891823676063,1.9094497901315162
1,Crystal Palace,36,2019-04-27,1.5865905620146459,1.213449130967379
1,Crystal Palace,37,2019-05-04,1.404184323159491,1.150153228807287
1,Crystal Palace,38,2019-05-12,1.5142655177661428,0.8793348381229052
1,Everton,20,2018-12-29,1.3534101817521078,1.5283563424454742
1,Everton,21,2019-01-01,1.6700275470267187,1.3447951343317857
1,Everton,22,2019-01-13,1.820984389675433,1.1945924369613978
1,Everton,23,2019-01-19,1.4475420823615655,1.6618089473355175
1,Everton,24,2019-01-29,1.5670554272197235,1.24616463078188
2,Everton,25,2019-02-06,2.9114764957196995,3.439228057742481
1,Everton,26,2019-02-09,1.5715571485276434,1.7862835771597596
1,Everton,28,2019-02-26,1.6678755451575276,1.4223831777345262
1,Everton,29,2019-03-03,0.9731965120945822,2.348188028839289
1,Everton,30,2019-03-09,1.444604909424518,1.3996203250747254
1,Everton,31,2019-03-17,1.1308865274099027,1.8515549833320797
1,Everton,32,2019-03-30,1.3509137683021657,1.7570658708104983
1,Everton,33,2019-04-07,1.2552554585724536,1.7740493850294379
1,Everton,34,2019-04-13,1.370571586038717,1.3275430587931192
1,Everton,35,2019-04-21,1.4563241662088116,1.861311551111883
1,Everton,36,2019-04-27,1.213449130967379,1.5865905620146459
1,Everton,37,2019-05-03,1.8728048574944083,1.0611701292136297
1,Everton,38,2019-05-12,0.7125965503805746,2.379623814799268
1,Fulham,20,2018-12-29,1.476534284550194,0.8340693112398843
1,Fulham,21,2019-01-01,0.4847033647082283,2.140333930765003
